4.594984650611877441e-01,3.028913140296936035e-01,1.438646614551544189e-01,3.912825882434844971e-02,4.419386014342308044e-02,3.377192467451095581e-02
3.616433739662170410e-01,2.684737443923950195e-01,8.101812005043029785e-02,2.896366454660892487e-02,1.087640225887298584e-02,3.980860114097595215e-03
4.166689515113830566e-01,5.202273130416870117e-01,1.353600025177001953e-01,5.892639234662055969e-02,2.819071710109710693e-02,5.191793665289878845e-03
6.083899497985839844e+00,7.395076751708984375e+00,5.869640827178955078e+00,1.822734236717224121e+00,7.290202379226684570e-01,1.181227564811706543e-01
1.039304971694946289e+00,1.347772121429443359e+00,6.890355348587036133e-01,1.539476364850997925e-01,1.025839895009994507e-01,4.094042629003524780e-02
2.841789484024047852e+00,3.620126008987426758e+00,1.308411836624145508e+00,3.139282763004302979e-01,1.424927562475204468e-01,3.300463408231735229e-02
6.705180168151855469e+00,7.943804740905761719e+00,3.524678468704223633e+00,1.647858142852783203e+00,1.208226919174194336e+00,6.048623323440551758e-01
1.466519775390625000e+02,5.381101074218750000e+02,7.685922851562500000e+02,5.683031005859375000e+02,1.282447662353515625e+02,2.963474273681640625e+01
5.120133972167968750e+01,9.764590454101562500e+01,1.334162139892578125e+02,4.675252532958984375e+01,1.113764762878417969e+01,4.207776546478271484e+00
2.465472519397735596e-01,3.025040030479431152e-01,1.054720506072044373e-01,2.461051568388938904e-02,1.608142256736755371e-02,7.379991933703422546e-03
8.622016310691833496e-01,7.211123704910278320e-01,2.641516923904418945e-01,6.749892979860305786e-02,4.684973135590553284e-02,4.830588027834892273e-02
9.362828254699707031e+00,1.994280242919921875e+01,6.670350074768066406e+00,1.437534093856811523e+00,6.422428488731384277e-01,7.483240365982055664e-01
1.007175564765930176e+00,6.087822318077087402e-01,1.417551636695861816e-01,5.604608729481697083e-02,3.902947157621383667e-02,2.106470055878162384e-02
6.302142143249511719e-01,5.770914554595947266e-01,2.379182577133178711e-01,5.273080244660377502e-02,3.686816245317459106e-02,1.915643922984600067e-02
6.572015881538391113e-01,7.395907640457153320e-01,3.106831312179565430e-01,6.778047978878021240e-02,5.829568952322006226e-02,2.440459281206130981e-02
3.482755422592163086e-01,1.871189326047897339e-01,4.207189381122589111e-02,1.509067974984645844e-02,1.169829908758401871e-02,9.784767404198646545e-03
1.602539062500000000e+00,1.580926537513732910e+00,5.118947029113769531e-01,1.453128606081008911e-01,7.698309421539306641e-02,1.530536636710166931e-02
6.501516819000244141e+00,1.230378913879394531e+01,4.309946537017822266e+00,2.075680732727050781e+00,1.108584403991699219e+00,2.971532940864562988e-01
8.527574539184570312e-01,9.279815554618835449e-01,3.820252418518066406e-01,1.577917337417602539e-01,5.408743768930435181e-02,7.434201892465353012e-03
4.549801826477050781e+00,8.605417251586914062e+00,3.713470935821533203e+00,1.223236322402954102e+00,5.961909294128417969e-01,1.621724814176559448e-01
8.900426864624023438e+00,1.929491043090820312e+01,4.112256050109863281e+00,1.379858374595642090e+00,6.178860068321228027e-01,1.494278430938720703e+00
1.807492136955261230e+00,2.777774333953857422e+00,6.175793409347534180e-01,3.336076736450195312e-01,1.944367438554763794e-01,5.719964578747749329e-02
5.828814506530761719e-01,4.062692821025848389e-01,8.915591239929199219e-02,4.163243621587753296e-02,4.647403955459594727e-02,1.273059099912643433e-02
1.131529808044433594e+00,9.122177362442016602e-01,1.798660904169082642e-01,4.942240193486213684e-02,4.632373899221420288e-02,3.795394673943519592e-02
3.661983108520507812e+01,6.177589035034179688e+01,1.181260604858398438e+02,4.146343231201171875e+01,1.386225414276123047e+01,5.305317878723144531e+00
2.822126770019531250e+01,4.209241104125976562e+01,2.493178749084472656e+01,6.940220355987548828e+00,3.390152692794799805e+00,8.440804481506347656e-01
2.193930864334106445e+00,1.952147364616394043e+00,4.871971607208251953e-01,1.858862042427062988e-01,1.883095651865005493e-01,6.342297792434692383e-02
5.483362197875976562e+00,1.210093212127685547e+01,5.985460281372070312e+00,1.929349899291992188e+00,1.538573622703552246e+00,1.387987256050109863e+00
9.352698326110839844e-01,1.038552403450012207e+00,5.516771078109741211e-01,1.113769710063934326e-01,7.628485560417175293e-02,2.410620264708995819e-02
3.227607250213623047e+00,5.043275833129882812e+00,2.086093425750732422e+00,6.862790584564208984e-01,2.637534141540527344e-01,4.393540322780609131e-02
1.771187782287597656e+00,2.714287281036376953e+00,1.171648621559143066e+00,2.953402400016784668e-01,7.758631557226181030e-02,2.084959857165813446e-02
8.168991088867187500e+00,2.080119132995605469e+01,8.678277015686035156e+00,1.454582810401916504e+00,8.350502848625183105e-01,7.467383146286010742e-01
6.737120151519775391e-01,6.221378445625305176e-01,1.882367879152297974e-01,3.779155388474464417e-02,9.607748687267303467e-02,7.266958057880401611e-02
4.153721332550048828e-01,4.733123779296875000e-01,1.377187073230743408e-01,4.806370660662651062e-02,5.276119336485862732e-02,2.181986346840858459e-02
3.585418319702148438e+01,4.618982696533203125e+01,5.118936157226562500e+01,1.796227645874023438e+01,4.839942932128906250e+00,1.450165987014770508e+00
4.186502838134765625e+01,8.093105316162109375e+01,6.659785461425781250e+01,6.052872848510742188e+01,2.698997879028320312e+01,9.220399856567382812e+00
4.880032539367675781e+00,6.398686408996582031e+00,5.349042415618896484e+00,1.501481771469116211e+00,8.570925593376159668e-01,3.387226462364196777e-01
2.220732212066650391e+00,3.358254909515380859e+00,8.914957046508789062e-01,2.746899127960205078e-01,1.297641992568969727e-01,3.162712603807449341e-02
6.105253100395202637e-01,4.897316098213195801e-01,1.623453050851821899e-01,5.406145751476287842e-02,2.544313110411167145e-02,5.717598833143711090e-03
3.509912192821502686e-01,2.230381071567535400e-01,6.176177412271499634e-02,2.859003283083438873e-02,1.091672386974096298e-02,5.288748070597648621e-03
4.409895837306976318e-01,2.150202840566635132e-01,7.743623852729797363e-02,2.254663221538066864e-02,8.708910644054412842e-02,4.114451631903648376e-02
1.217550396919250488e+00,1.063167095184326172e+00,3.464466631412506104e-01,9.731460362672805786e-02,1.328219026327133179e-01,6.746354699134826660e-02
3.921588659286499023e+00,6.415023803710937500e+00,4.517775058746337891e+00,1.542869329452514648e+00,3.030938804149627686e-01,6.156934052705764771e-02
